MS46522B
!2036101/M1: 20062002
!7/30/2026.2:13:51.PM
!CHANNEL.1
!TR.MEASUREMENT
!RF.CORRECTION.OFF
!AVERAGING.OFF
!IF.BANDWIDTH: 100HZ
!NUMBER.OF.TRACES: 2
!TRACE:       ,TRACE.1           ,TRACE.2           
!PARAMETER:   ,S21               ,S21               
!PORT:        ,PORT1             ,PORT1             
!GRAPH:       ,LOGMAG.PHASE      ,POLAR.LIN.PHASE   
!SMOOTHING:   ,OFF               ,OFF               
!TIMEDOMAIN:  ,NOT.INSTALLED     ,NOT.INSTALLED     
!SWEEPTYPE: FREQ.SWEEP(Linear)
PNT,FREQ1.GHZ,LOGMAG1,PHASE1.DEG,FREQ2.GHZ,LINMAG2,PHASE2.DEG
849,7.638114849,-6.436519E+001,148.1443000,7.638114849,-5.138575E-004,0.0003193
850,7.638122349,-6.448093E+001,147.5406000,7.638122349,-5.037081E-004,0.0003204
851,7.638129849,-6.456570E+001,147.9651000,7.638129849,-5.011529E-004,0.0003136
852,7.638137349,-6.439456E+001,147.6941000,7.638137349,-5.096064E-004,0.0003222
853,7.638144849,-6.453024E+001,146.3964000,7.638144849,-4.943946E-004,0.0003285
854,7.638152349,-6.429935E+001,147.6059000,7.638152349,-5.147213E-004,0.0003266
855,7.638159849,-6.417818E+001,146.3843000,7.638159849,-5.147732E-004,0.0003422
856,7.638167349,-6.426809E+001,146.8310000,7.638167349,-5.120973E-004,0.0003347
857,7.638174849,-6.435522E+001,146.4307000,7.638174849,-5.046585E-004,0.0003349
858,7.638182349,-6.430146E+001,147.4290000,7.638182349,-5.135856E-004,0.0003281
859,7.638189849,-6.433157E+001,146.3634000,7.638189849,-5.056390E-004,0.0003364
860,7.638197349,-6.436270E+001,146.3340000,7.638197349,-5.036581E-004,0.0003355
861,7.638204849,-6.453414E+001,148.2818000,7.638204849,-5.047089E-004,0.0003119
862,7.638212349,-6.442294E+001,147.1649000,7.638212349,-5.049562E-004,0.0003259
863,7.638219849,-6.435228E+001,147.7128000,7.638219849,-5.121991E-004,0.0003236
864,7.638227349,-6.442520E+001,146.4490000,7.638227349,-5.007150E-004,0.0003321
865,7.638234849,-6.437119E+001,147.2042000,7.638234849,-5.081986E-004,0.0003275
866,7.638242349,-6.452999E+001,147.3214000,7.638242349,-4.996480E-004,0.0003205
867,7.638249849,-6.421664E+001,146.7279000,7.638249849,-5.145328E-004,0.0003376
868,7.638257349,-6.441527E+001,146.2915000,7.638257349,-5.003723E-004,0.0003338
869,7.638264849,-6.419879E+001,146.4325000,7.638264849,-5.138399E-004,0.0003410
870,7.638272349,-6.444983E+001,146.8419000,7.638272349,-5.015564E-004,0.0003277
871,7.638279849,-6.429472E+001,147.0747000,7.638279849,-5.119445E-004,0.0003315
872,7.638287349,-6.443555E+001,146.4787000,7.638287349,-5.002900E-004,0.0003314
873,7.638294849,-6.445128E+001,147.0271000,7.638294849,-5.025286E-004,0.0003260
874,7.638302349,-6.437752E+001,146.5693000,7.638302349,-5.041710E-004,0.0003328
875,7.638309849,-6.441194E+001,147.1138000,7.638309849,-5.053045E-004,0.0003267
876,7.638317349,-6.431586E+001,145.5297000,7.638317349,-5.015980E-004,0.0003444
877,7.638324849,-6.442271E+001,146.8413000,7.638324849,-5.031209E-004,0.0003287
878,7.638332349,-6.423517E+001,146.6985000,7.638332349,-5.132635E-004,0.0003372
879,7.638339849,-6.433220E+001,147.5596000,7.638339849,-5.125148E-004,0.0003258
880,7.638347349,-6.451221E+001,146.8465000,7.638347349,-4.979930E-004,0.0003253
881,7.638354849,-6.413852E+001,146.5056000,7.638354849,-5.178555E-004,0.0003427
882,7.638362349,-6.432856E+001,145.0153000,7.638362349,-4.977570E-004,0.0003483
883,7.638369849,-6.439319E+001,145.4921000,7.638369849,-4.969274E-004,0.0003416
884,7.638377349,-6.416543E+001,145.6014000,7.638377349,-5.107981E-004,0.0003497
885,7.638384849,-6.429018E+001,146.0511000,7.638384849,-5.062048E-004,0.0003408
886,7.638392349,-6.414580E+001,146.5177000,7.638392349,-5.174943E-004,0.0003423
887,7.638399849,-6.437320E+001,145.0014000,7.638399849,-4.951213E-004,0.0003467
888,7.638407349,-6.447012E+001,146.8154000,7.638407349,-5.002340E-004,0.0003272
889,7.638414849,-6.421902E+001,145.3041000,7.638414849,-5.058461E-004,0.0003502
890,7.638422349,-6.429658E+001,145.8214000,7.638422349,-5.044629E-004,0.0003426
891,7.638429849,-6.435396E+001,145.8417000,7.638429849,-5.012618E-004,0.0003401
892,7.638437349,-6.432970E+001,146.8963000,7.638437349,-5.088563E-004,0.0003318
893,7.638444849,-6.443225E+001,146.2398000,7.638444849,-4.990934E-004,0.0003336
894,7.638452349,-6.418998E+001,146.4355000,7.638452349,-5.143797E-004,0.0003413
895,7.638459849,-6.435233E+001,146.2130000,7.638459849,-5.035499E-004,0.0003369
896,7.638467349,-6.443029E+001,145.4336000,7.638467349,-4.944621E-004,0.0003407
897,7.638474849,-6.427197E+001,146.4419000,7.638474849,-5.095849E-004,0.0003380
898,7.638482349,-6.433276E+001,146.4772000,7.638482349,-5.062377E-004,0.0003354
899,7.638489849,-6.430820E+001,146.0152000,7.638489849,-5.049419E-004,0.0003404
900,7.638497349,-6.430261E+001,146.3319000,7.638497349,-5.071425E-004,0.0003378
901,7.638504849,-6.428615E+001,146.1307000,7.638504849,-5.069132E-004,0.0003402
902,7.638512349,-6.422560E+001,145.1988000,7.638512349,-5.048196E-004,0.0003509
903,7.638519849,-6.433677E+001,145.5720000,7.638519849,-5.006444E-004,0.0003432
904,7.638527349,-6.430025E+001,145.3222000,7.638527349,-5.012466E-004,0.0003468
905,7.638534849,-6.438544E+001,145.3874000,7.638534849,-4.967458E-004,0.0003428
906,7.638542349,-6.422629E+001,145.4303000,7.638542349,-5.061925E-004,0.0003488
907,7.638549849,-6.454051E+001,144.9307000,7.638549849,-4.852559E-004,0.0003407
908,7.638557349,-6.423125E+001,145.5835000,7.638557349,-5.068333E-004,0.0003473
909,7.638564849,-6.441132E+001,145.7681000,7.638564849,-4.975276E-004,0.0003385
910,7.638572349,-6.429851E+001,144.4440000,7.638572349,-4.959723E-004,0.0003545
911,7.638579849,-6.433172E+001,146.2602000,7.638579849,-5.050243E-004,0.0003373
912,7.638587349,-6.451573E+001,146.5867000,7.638587349,-4.963115E-004,0.0003274
913,7.638594849,-6.428458E+001,146.3725000,7.638594849,-5.084367E-004,0.0003382
914,7.638602349,-6.424590E+001,145.7076000,7.638602349,-5.067297E-004,0.0003456
915,7.638609849,-6.435728E+001,145.5505000,7.638609849,-4.993357E-004,0.0003425
916,7.638617349,-6.442767E+001,145.2963000,7.638617349,-4.937937E-004,0.0003420
917,7.638624849,-6.433907E+001,145.7070000,7.638624849,-5.013194E-004,0.0003419
918,7.638632349,-6.433366E+001,146.0717000,7.638632349,-5.037987E-004,0.0003389
919,7.638639849,-6.427293E+001,145.0866000,7.638639849,-5.013916E-004,0.0003499
920,7.638647349,-6.438387E+001,144.9204000,7.638647349,-4.940240E-004,0.0003469
921,7.638654849,-6.431575E+001,144.3920000,7.638654849,-4.946672E-004,0.0003543
922,7.638662349,-6.433691E+001,144.8496000,7.638662349,-4.962707E-004,0.0003494
923,7.638669849,-6.439360E+001,144.9366000,7.638669849,-4.935687E-004,0.0003464
924,7.638677349,-6.444148E+001,145.8997000,7.638677349,-4.965768E-004,0.0003362
925,7.638684849,-6.436606E+001,144.7928000,7.638684849,-4.942628E-004,0.0003488
926,7.638692349,-6.434291E+001,145.5309000,7.638692349,-5.000448E-004,0.0003433
927,7.638699849,-6.451332E+001,145.5472000,7.638699849,-4.904256E-004,0.0003365
928,7.638707349,-6.435325E+001,144.7168000,7.638707349,-4.945282E-004,0.0003499
929,7.638714849,-6.427675E+001,144.1366000,7.638714849,-4.953027E-004,0.0003581
930,7.638722349,-6.432634E+001,145.0273000,7.638722349,-4.979577E-004,0.0003483
931,7.638729849,-6.426932E+001,144.9093000,7.638729849,-5.005148E-004,0.0003516
932,7.638737349,-6.448149E+001,146.4773000,7.638737349,-4.976437E-004,0.0003297
933,7.638744849,-6.417856E+001,145.1556000,7.638744849,-5.072944E-004,0.0003532
934,7.638752349,-6.421645E+001,144.1093000,7.638752349,-4.985810E-004,0.0003608
935,7.638759849,-6.422944E+001,144.9657000,7.638759849,-5.031651E-004,0.0003528
936,7.638767349,-6.442683E+001,145.6893000,7.638767349,-4.961753E-004,0.0003386
937,7.638774849,-6.464989E+001,144.6438000,7.638774849,-4.774929E-004,0.0003388
938,7.638782349,-6.443114E+001,144.5092000,7.638782349,-4.888532E-004,0.0003486
939,7.638789849,-6.440858E+001,143.5062000,7.638789849,-4.839324E-004,0.0003580
940,7.638797349,-6.428223E+001,144.6692000,7.638797349,-4.982950E-004,0.0003532
941,7.638804849,-6.436942E+001,145.2692000,7.638804849,-4.969531E-004,0.0003445
942,7.638812349,-6.420833E+001,144.9507000,7.638812349,-5.042970E-004,0.0003538
943,7.638819849,-6.436253E+001,144.5549000,7.638819849,-4.930099E-004,0.0003509
944,7.638827349,-6.419337E+001,144.4941000,7.638827349,-5.023257E-004,0.0003584
945,7.638834849,-6.433081E+001,144.0784000,7.638834849,-4.918677E-004,0.0003563
946,7.638842349,-6.426802E+001,145.1245000,7.638842349,-5.019069E-004,0.0003498
947,7.638849849,-6.434289E+001,143.7964000,7.638849849,-4.894267E-004,0.0003583
948,7.638857349,-6.430414E+001,144.6594000,7.638857349,-4.969791E-004,0.0003524
949,7.638864849,-6.434693E+001,144.3252000,7.638864849,-4.924830E-004,0.0003536
950,7.638872349,-6.414504E+001,144.1545000,7.638872349,-5.029834E-004,0.0003634
951,7.638879849,-6.430225E+001,145.2419000,7.638879849,-5.006456E-004,0.0003474
952,7.638887349,-6.425436E+001,144.2293000,7.638887349,-4.971608E-004,0.0003582
953,7.638894849,-6.424857E+001,144.3098000,7.638894849,-4.979956E-004,0.0003577
954,7.638902349,-6.419833E+001,145.9065000,7.638902349,-5.107152E-004,0.0003457
955,7.638909849,-6.435296E+001,143.6547000,7.638909849,-4.879734E-004,0.0003590
956,7.638917349,-6.434082E+001,143.8169000,7.638917349,-4.896718E-004,0.0003582
957,7.638924849,-6.433321E+001,144.6385000,7.638924849,-4.951909E-004,0.0003514
958,7.638932349,-6.448205E+001,144.8343000,7.638932349,-4.879555E-004,0.0003438
959,7.638939849,-6.427038E+001,144.0628000,7.638939849,-4.952041E-004,0.0003590
960,7.638947349,-6.413928E+001,143.1880000,7.638947349,-4.971122E-004,0.0003721
961,7.638954849,-6.427758E+001,143.5486000,7.638954849,-4.915554E-004,0.0003631
962,7.638962349,-6.442776E+001,143.4877000,7.638962349,-4.827498E-004,0.0003574
963,7.638969849,-6.431067E+001,143.5825000,7.638969849,-4.898998E-004,0.0003614
964,7.638977349,-6.434481E+001,143.6886000,7.638977349,-4.886438E-004,0.0003591
965,7.638984849,-6.419029E+001,143.8719000,7.638984849,-4.985810E-004,0.0003639
966,7.638992349,-6.424115E+001,144.4397000,7.638992349,-4.992314E-004,0.0003569
967,7.638999849,-6.438401E+001,143.8242000,7.638999849,-4.872883E-004,0.0003563
968,7.639007349,-6.440762E+001,145.1026000,7.639007349,-4.937726E-004,0.0003444
969,7.639014849,-6.439226E+001,144.3797000,7.639014849,-4.902544E-004,0.0003513
970,7.639022349,-6.418762E+001,143.8736000,7.639022349,-4.987456E-004,0.0003640
971,7.639029849,-6.431110E+001,143.8218000,7.639029849,-4.913810E-004,0.0003593
972,7.639037349,-6.438886E+001,143.8733000,7.639037349,-4.873212E-004,0.0003557
973,7.639044849,-6.432996E+001,142.9848000,7.639044849,-4.850253E-004,0.0003657
974,7.639052349,-6.435155E+001,143.0284000,7.639052349,-4.840980E-004,0.0003644
975,7.639059849,-6.425743E+001,145.3112000,7.639059849,-5.036573E-004,0.0003486
976,7.639067349,-6.420131E+001,143.5374000,7.639067349,-4.958184E-004,0.0003664
977,7.639074849,-6.429877E+001,143.4084000,7.639074849,-4.894697E-004,0.0003634
978,7.639082349,-6.412614E+001,144.7516000,7.639082349,-5.078464E-004,0.0003589
979,7.639089849,-6.432639E+001,143.7135000,7.639089849,-4.898369E-004,0.0003596
980,7.639097349,-6.442416E+001,144.1216000,7.639097349,-4.868754E-004,0.0003522
981,7.639104849,-6.424855E+001,143.7615000,7.639104849,-4.945504E-004,0.0003625
982,7.639112349,-6.411693E+001,143.7823000,7.639112349,-5.022354E-004,0.0003678
983,7.639119849,-6.436690E+001,143.6628000,7.639119849,-4.872416E-004,0.0003584
984,7.639127349,-6.415221E+001,144.0746000,7.639127349,-5.020621E-004,0.0003638
985,7.639134849,-6.433270E+001,143.0811000,7.639134849,-4.854852E-004,0.0003648
986,7.639142349,-6.432523E+001,143.3970000,7.639142349,-4.879082E-004,0.0003624
987,7.639149849,-6.432745E+001,144.5263000,7.639149849,-4.948294E-004,0.0003526
988,7.639157349,-6.442746E+001,143.9347000,7.639157349,-4.855395E-004,0.0003536
989,7.639164849,-6.434978E+001,142.6173000,7.639164849,-4.815693E-004,0.0003680
990,7.639172349,-6.425382E+001,143.4096000,7.639172349,-4.920167E-004,0.0003653
991,7.639179849,-6.422745E+001,143.2247000,7.639179849,-4.923280E-004,0.0003680
992,7.639187349,-6.414330E+001,143.4085000,7.639187349,-4.983101E-004,0.0003700
993,7.639194849,-6.427178E+001,144.2329000,7.639194849,-4.961873E-004,0.0003574
994,7.639202349,-6.429456E+001,143.9736000,7.639202349,-4.932696E-004,0.0003587
995,7.639209849,-6.420322E+001,143.4236000,7.639209849,-4.949807E-004,0.0003673
996,7.639217349,-6.429093E+001,142.5427000,7.639217349,-4.843598E-004,0.0003711
997,7.639224849,-6.421925E+001,143.3100000,7.639224849,-4.933408E-004,0.0003676
998,7.639232349,-6.411096E+001,141.8974000,7.639232349,-4.902022E-004,0.0003844
999,7.639239849,-6.417159E+001,142.5959000,7.639239849,-4.914099E-004,0.0003758
1000,7.639247349,-6.444569E+001,143.4141000,7.639247349,-4.812953E-004,0.0003573
1001,7.639254849,-6.415548E+001,143.2839000,7.639254849,-4.968070E-004,0.0003705
1002,7.639262349,-6.430894E+001,141.8253000,7.639262349,-4.786821E-004,0.0003763
1003,7.639269849,-6.425482E+001,144.6995000,7.639269849,-5.000572E-004,0.0003541
1004,7.639277349,-6.414434E+001,142.5965000,7.639277349,-4.929582E-004,0.0003769
1005,7.639284849,-6.418388E+001,142.9842000,7.639284849,-4.932472E-004,0.0003719
1006,7.639292349,-6.423342E+001,143.4286000,7.639292349,-4.932949E-004,0.0003660
1007,7.639299849,-6.437557E+001,143.7215000,7.639299849,-4.871214E-004,0.0003575
1008,7.639307349,-6.413034E+001,141.8763000,7.639307349,-4.889683E-004,0.0003837
1009,7.639314849,-6.412785E+001,142.5869000,7.639314849,-4.938316E-004,0.0003777
1010,7.639322349,-6.428632E+001,142.1713000,7.639322349,-4.822006E-004,0.0003744
1011,7.639329849,-6.423979E+001,142.0633000,7.639329849,-4.840798E-004,0.0003773
1012,7.639337349,-6.416381E+001,141.4495000,7.639337349,-4.842271E-004,0.0003859
1013,7.639344849,-6.419090E+001,142.8002000,7.639344849,-4.916528E-004,0.0003732
1014,7.639352349,-6.436526E+001,141.9830000,7.639352349,-4.766162E-004,0.0003726
1015,7.639359849,-6.431758E+001,142.4041000,7.639359849,-4.819800E-004,0.0003711
1016,7.639367349,-6.427163E+001,141.9160000,7.639367349,-4.813411E-004,0.0003772
1017,7.639374849,-6.415298E+001,142.6214000,7.639374849,-4.926318E-004,0.0003764
1018,7.639382349,-6.415660E+001,143.2800000,7.639382349,-4.967175E-004,0.0003705
1019,7.639389849,-6.445480E+001,142.9337000,7.639389849,-4.777818E-004,0.0003609
1020,7.639397349,-6.437593E+001,142.9064000,7.639397349,-4.819662E-004,0.0003644
1021,7.639404849,-6.427144E+001,142.1123000,7.639404849,-4.826403E-004,0.0003756
1022,7.639412349,-6.412619E+001,142.3302000,7.639412349,-4.922285E-004,0.0003800
1023,7.639419849,-6.419801E+001,143.0750000,7.639419849,-4.930337E-004,0.0003705
1024,7.639427349,-6.417599E+001,142.2690000,7.639427349,-4.890103E-004,0.0003784
1025,7.639434849,-6.420522E+001,141.7260000,7.639434849,-4.837720E-004,0.0003817
1026,7.639442349,-6.434960E+001,142.0106000,7.639442349,-4.776557E-004,0.0003730
1027,7.639449849,-6.416905E+001,141.1545000,7.639449849,-4.819430E-004,0.0003881
1028,7.639457349,-6.426232E+001,142.7417000,7.639457349,-4.872484E-004,0.0003706
1029,7.639464849,-6.432339E+001,141.8957000,7.639464849,-4.783477E-004,0.0003751
1030,7.639472349,-6.420290E+001,142.5266000,7.639472349,-4.891886E-004,0.0003750
1031,7.639479849,-6.410336E+001,142.4259000,7.639479849,-4.941593E-004,0.0003802
1032,7.639487349,-6.426315E+001,142.3161000,7.639487349,-4.844355E-004,0.0003742
1033,7.639494849,-6.430216E+001,143.2135000,7.639494849,-4.880398E-004,0.0003649
1034,7.639502349,-6.433559E+001,142.1313000,7.639502349,-4.792127E-004,0.0003726
1035,7.639509849,-6.422652E+001,142.3067000,7.639509849,-4.864212E-004,0.0003759
1036,7.639517349,-6.435434E+001,141.4463000,7.639517349,-4.736998E-004,0.0003775
1037,7.639524849,-6.424181E+001,141.9955000,7.639524849,-4.835204E-004,0.0003778
1038,7.639532349,-6.409336E+001,142.2804000,7.639532349,-4.937603E-004,0.0003819
1039,7.639539849,-6.431346E+001,142.1535000,7.639539849,-4.805795E-004,0.0003734
1040,7.639547349,-6.438792E+001,142.5628000,7.639547349,-4.791100E-004,0.0003668
1041,7.639554849,-6.425115E+001,141.3680000,7.639554849,-4.788382E-004,0.0003827
1042,7.639562349,-6.428277E+001,141.0559000,7.639562349,-4.750149E-004,0.0003839
1043,7.639569849,-6.413295E+001,142.5985000,7.639569849,-4.936183E-004,0.0003774
1044,7.639577349,-6.418739E+001,142.2554000,7.639577349,-4.882800E-004,0.0003780
1045,7.639584849,-6.435548E+001,141.2928000,7.639584849,-4.726243E-004,0.0003787
1046,7.639592349,-6.409299E+001,141.5835000,7.639592349,-4.890999E-004,0.0003879
1047,7.639599849,-6.431393E+001,141.7235000,7.639599849,-4.777384E-004,0.0003770
1048,7.639607349,-6.430521E+001,141.1044000,7.639607349,-4.741125E-004,0.0003825
1049,7.639614849,-6.420190E+001,141.2603000,7.639614849,-4.808371E-004,0.0003858
1050,7.639622349,-6.427327E+001,141.7364000,7.639622349,-4.800652E-004,0.0003786
1051,7.639629849,-6.405589E+001,142.1369000,7.639629849,-4.949330E-004,0.0003848
1052,7.639637349,-6.428539E+001,142.7403000,7.639637349,-4.859467E-004,0.0003697
1053,7.639644849,-6.422663E+001,140.9212000,7.639644849,-4.771845E-004,0.0003875
1054,7.639652349,-6.409572E+001,141.2551000,7.639652349,-4.867153E-004,0.0003906
1055,7.639659849,-6.401601E+001,141.3119000,7.639659849,-4.915934E-004,0.0003937
1056,7.639667349,-6.425208E+001,140.7571000,7.639667349,-4.746804E-004,0.0003877
1057,7.639674849,-6.411989E+001,140.7437000,7.639674849,-4.818675E-004,0.0003938
1058,7.639682349,-6.418365E+001,140.9996000,7.639682349,-4.800842E-004,0.0003888
1059,7.639689849,-6.424863E+001,142.4678000,7.639689849,-4.862368E-004,0.0003735
1060,7.639697349,-6.425639E+001,141.8956000,7.639697349,-4.820509E-004,0.0003780
1061,7.639704849,-6.407829E+001,141.6035000,7.639704849,-4.900639E-004,0.0003884
1062,7.639712349,-6.424187E+001,141.7836000,7.639712349,-4.821172E-004,0.0003796
1063,7.639719849,-6.413595E+001,140.6467000,7.639719849,-4.803113E-004,0.0003939
1064,7.639727349,-6.435163E+001,140.9990000,7.639727349,-4.708850E-004,0.0003813
1065,7.639734849,-6.417020E+001,141.0558000,7.639734849,-4.812102E-004,0.0003889
1066,7.639742349,-6.423682E+001,140.2898000,7.639742349,-4.723317E-004,0.0003923
1067,7.639749849,-6.410260E+001,140.1301000,7.639749849,-4.785740E-004,0.0003997
1068,7.639757349,-6.405725E+001,140.5681000,7.639757349,-4.841371E-004,0.0003981
1069,7.639764849,-6.413345E+001,140.6005000,7.639764849,-4.801322E-004,0.0003944
1070,7.639772349,-6.415305E+001,141.5350000,7.639772349,-4.854037E-004,0.0003856
1071,7.639779849,-6.430992E+001,140.3863000,7.639779849,-4.690271E-004,0.0003882
1072,7.639787349,-6.422139E+001,141.1723000,7.639787349,-4.791677E-004,0.0003856
1073,7.639794849,-6.433486E+001,140.2451000,7.639794849,-4.667269E-004,0.0003882
1074,7.639802349,-6.409760E+001,140.7337000,7.639802349,-4.830370E-004,0.0003949
1075,7.639809849,-6.420806E+001,141.6735000,7.639809849,-4.832636E-004,0.0003820
1076,7.639817349,-6.417749E+001,141.1483000,7.639817349,-4.814326E-004,0.0003878
1077,7.639824849,-6.408589E+001,142.8421000,7.639824849,-4.979087E-004,0.0003774
1078,7.639832349,-6.428578E+001,140.6983000,7.639832349,-4.724455E-004,0.0003867
1079,7.639839849,-6.426577E+001,141.6664000,7.639839849,-4.800167E-004,0.0003796
1080,7.639847349,-6.428933E+001,140.8891000,7.639847349,-4.735376E-004,0.0003850
1081,7.639854849,-6.424452E+001,140.9756000,7.639854849,-4.765700E-004,0.0003863
1082,7.639862349,-6.392391E+001,141.2252000,7.639862349,-4.962304E-004,0.0003986
1083,7.639869849,-6.417479E+001,139.1443000,7.639869849,-4.677232E-004,0.0004045
1084,7.639877349,-6.433590E+001,140.3609000,7.639877349,-4.674547E-004,0.0003873
1085,7.639884849,-6.423640E+001,140.6329000,7.639884849,-4.746947E-004,0.0003895
1086,7.639892349,-6.424728E+001,141.0430000,7.639892349,-4.768729E-004,0.0003856
1087,7.639899849,-6.407890E+001,140.2930000,7.639899849,-4.810205E-004,0.0003994
1088,7.639907349,-6.415972E+001,139.7798000,7.639907349,-4.730008E-004,0.0004000
1089,7.639914849,-6.413440E+001,141.7350000,7.639914849,-4.877926E-004,0.0003848
1090,7.639922349,-6.429179E+001,140.3694000,7.639922349,-4.698931E-004,0.0003892
1091,7.639929849,-6.429593E+001,141.1924000,7.639929849,-4.752074E-004,0.0003822
1092,7.639937349,-6.423962E+001,141.1175000,7.639937349,-4.777945E-004,0.0003853
1093,7.639944849,-6.429887E+001,141.0486000,7.639944849,-4.740861E-004,0.0003832
1094,7.639952349,-6.411138E+001,139.8961000,7.639952349,-4.764564E-004,0.0004013
1095,7.639959849,-6.418001E+001,140.4257000,7.639959849,-4.763661E-004,0.0003937
1096,7.639967349,-6.411168E+001,140.0749000,7.639967349,-4.776899E-004,0.0003998
1097,7.639974849,-6.410052E+001,140.2097000,7.639974849,-4.792442E-004,0.0003992
1098,7.639982349,-6.421214E+001,140.3434000,7.639982349,-4.740429E-004,0.0003930
1099,7.639989849,-6.408068E+001,140.0094000,7.639989849,-4.789383E-004,0.0004017
1100,7.639997349,-6.408981E+001,140.0890000,7.639997349,-4.789927E-004,0.0004007
1101,7.640004849,-6.421644E+001,141.2823000,7.640004849,-4.801807E-004,0.0003849
1102,7.640012349,-6.420505E+001,140.0689000,7.640012349,-4.725403E-004,0.0003955
1103,7.640019849,-6.417608E+001,140.7015000,7.640019849,-4.784725E-004,0.0003916
1104,7.640027349,-6.399332E+001,139.2656000,7.640027349,-4.784710E-004,0.0004120
1105,7.640034849,-6.422887E+001,140.7399000,7.640034849,-4.758336E-004,0.0003889
1106,7.640042349,-6.421645E+001,139.2872000,7.640042349,-4.664875E-004,0.0004014
1107,7.640049849,-6.418491E+001,140.1585000,7.640049849,-4.742575E-004,0.0003957
1108,7.640057349,-6.421725E+001,141.4254000,7.640057349,-4.810956E-004,0.0003837
1109,7.640064849,-6.421655E+001,140.2473000,7.640064849,-4.731435E-004,0.0003935
1110,7.640072349,-6.405828E+001,139.5434000,7.640072349,-4.768834E-004,0.0004067
1111,7.640079849,-6.409853E+001,140.0384000,7.640079849,-4.781580E-004,0.0004007
1112,7.640087349,-6.403732E+001,140.5684000,7.640087349,-4.852519E-004,0.0003990
1113,7.640094849,-6.408118E+001,141.0058000,7.640094849,-4.858241E-004,0.0003933
1114,7.640102349,-6.434676E+001,141.1998000,7.640102349,-4.724842E-004,0.0003799
1115,7.640109849,-6.422718E+001,139.5915000,7.640109849,-4.680341E-004,0.0003984
1116,7.640117349,-6.423553E+001,139.9234000,7.640117349,-4.698824E-004,0.0003954
1117,7.640124849,-6.411066E+001,139.6278000,7.640124849,-4.746116E-004,0.0004035
1118,7.640132349,-6.422292E+001,140.3758000,7.640132349,-4.736770E-004,0.0003922
1119,7.640139849,-6.424197E+001,139.9840000,7.640139849,-4.699523E-004,0.0003946
1120,7.640147349,-6.416656E+001,140.5600000,7.640147349,-4.780272E-004,0.0003932
1121,7.640154849,-6.440034E+001,139.7541000,7.640154849,-4.599032E-004,0.0003893
1122,7.640162349,-6.433662E+001,139.7664000,7.640162349,-4.633730E-004,0.0003920
1123,7.640169849,-6.446488E+001,139.1816000,7.640169849,-4.526147E-004,0.0003909
1124,7.640177349,-6.406169E+001,140.1460000,7.640177349,-4.809452E-004,0.0004015
1125,7.640184849,-6.424973E+001,139.9607000,7.640184849,-4.693724E-004,0.0003944
1126,7.640192349,-6.422584E+001,139.0887000,7.640192349,-4.645918E-004,0.0004026
1127,7.640199849,-6.399711E+001,139.7726000,7.640199849,-4.818886E-004,0.0004076
1128,7.640207349,-6.423083E+001,140.4448000,7.640207349,-4.737169E-004,0.0003913
1129,7.640214849,-6.408866E+001,139.2591000,7.640214849,-4.732016E-004,0.0004076
1130,7.640222349,-6.413150E+001,139.8598000,7.640222349,-4.751002E-004,0.0004006
1131,7.640229849,-6.399035E+001,139.1970000,7.640229849,-4.781411E-004,0.0004128
1132,7.640237349,-6.410178E+001,140.0520000,7.640237349,-4.780738E-004,0.0004004
1133,7.640244849,-6.424415E+001,139.3797000,7.640244849,-4.656482E-004,0.0003994
1134,7.640252349,-6.414535E+001,139.8788000,7.640252349,-4.744759E-004,0.0003998
1135,7.640259849,-6.395230E+001,140.5940000,7.640259849,-4.902048E-004,0.0004027
1136,7.640267349,-6.421434E+001,139.5343000,7.640267349,-4.683284E-004,0.0003995
1137,7.640274849,-6.424527E+001,138.8852000,7.640274849,-4.621239E-004,0.0004033
1138,7.640282349,-6.416219E+001,139.4535000,7.640282349,-4.705811E-004,0.0004026
1139,7.640289849,-6.401637E+001,138.9581000,7.640289849,-4.749905E-004,0.0004135
1140,7.640297349,-6.406521E+001,139.3963000,7.640297349,-4.754586E-004,0.0004076
1141,7.640304849,-6.425980E+001,138.6722000,7.640304849,-4.598518E-004,0.0004044
1142,7.640312349,-6.404945E+001,139.4878000,7.640312349,-4.769733E-004,0.0004075
1143,7.640319849,-6.407538E+001,139.3685000,7.640319849,-4.747042E-004,0.0004073
1144,7.640327349,-6.401129E+001,139.8706000,7.640327349,-4.817978E-004,0.0004061
1145,7.640334849,-6.424895E+001,138.9733000,7.640334849,-4.625478E-004,0.0004025
1146,7.640342349,-6.403530E+001,140.3796000,7.640342349,-4.840462E-004,0.0004007
1147,7.640349849,-6.412450E+001,139.4675000,7.640349849,-4.727267E-004,0.0004042
1148,7.640357349,-6.425007E+001,138.2047000,7.640357349,-4.570478E-004,0.0004086
1149,7.640364849,-6.399361E+001,137.8836000,7.640364849,-4.683785E-004,0.0004235
1150,7.640372349,-6.437097E+001,139.6513000,7.640372349,-4.607589E-004,0.0003914
1151,7.640379849,-6.402808E+001,138.4400000,7.640379849,-4.705973E-004,0.0004172
1152,7.640387349,-6.423320E+001,138.4081000,7.640387349,-4.593872E-004,0.0004077
1153,7.640394849,-6.418593E+001,137.9188000,7.640394849,-4.583765E-004,0.0004139
1154,7.640402349,-6.412528E+001,137.6254000,7.640402349,-4.594475E-004,0.0004192
